[10May2025 00:09:42.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [Incendium]
[10May2025 00:09:42.766] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [We Need to Go Deeper]
[10May2025 00:10:10.832] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 46331ms or 926 ticks behind
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [Incendium]
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [We Need to Go Deeper]
[10May2025 00:10:15.011] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -6], pos: MutableBlockPos{x=-93, y=118, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.866] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=158, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.867] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=157, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.867] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.867] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.867] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.867] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.868] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.869] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.869] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=159, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.869] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=158, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.869] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=157, z=-322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.870] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-321}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.870] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-321}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.870] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-321}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.870] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-321}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.870] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-321}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.870] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-321}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.871] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-129, y=159, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.871] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-129, y=158, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.871] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-129, y=157, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.886] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.887] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.887] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.887] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-345}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.887] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-345}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.888] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-345}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.888] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-344}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.888] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-344}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.889] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-344}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.889] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=69, z=-344}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.889] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=68, z=-344}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.889] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=67, z=-344}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.889] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-343}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.889] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-343}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.890] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-345}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.890] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-348}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.890] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-348}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.890] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-348}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.890] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.891] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.891] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.891] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=69, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.891] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=68, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.891] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=67, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.892] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.892] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.893] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.893] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-348}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.893] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-348}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.893] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-348}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.893] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.893] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.894] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.894] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=69, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.894] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=68, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.894] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-143, y=67, z=-347}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.894] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=69, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.894] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=68, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:14:58.895] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -22], pos: MutableBlockPos{x=-144, y=67, z=-346}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
